,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,1.75,2.25,4.50,5.00,150.16,0.1,0.00,62.3,-26.094,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,5,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,5.00,5.50,148.28,0.1,0.00,-106.2,-15.460,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,6,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,5.50,2.75,107.41,0.0,0.00,11.7,719.854,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,7,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,2.75,3.25,93.82,0.0,0.00,-34.5,-437.143,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,8,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.25,3.75,127.58,0.1,0.00,50.6,-148.609,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,9,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,3.75,4.25,142.02,0.0,0.00,-15.4,-66.169,43.91,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,79,3,1.8,00.000000,00.000000,17042705,10,0,11.92,12.21,18.7,27/04/2017 09:54:00,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.25,4.75,177.28,0.1,0.00,25.6,-34.936,37.15,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,68,3,1.8,00.000000,00.000000,17042705,1,0,11.95,12.21,19.2,27/04/2017 09:54:10,0.0,0.00,0.0
,Mixed / non conventional,1.75,2.25,4.75,5.25,138.56,0.1,0.00,40.2,-15.603,37.15,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,68,3,1.8,00.000000,00.000000,17042705,2,0,11.95,12.21,19.2,27/04/2017 09:54:10,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,2.75,3.25,49.83,0.2,0.00,-38.4,-1042.836,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,1,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.25,3.75,96.60,0.1,0.00,48.0,-288.792,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,2,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.75,4.25,110.05,0.0,0.00,-15.7,-109.662,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,3,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.25,4.75,138.29,0.1,0.00,25.2,-62.639,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,4,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.75,5.25,113.88,0.0,0.00,40.5,-27.775,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,5,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.25,5.75,107.12,0.1,0.00,-63.1,-15.675,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,6,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.75,3.00,64.33,0.1,0.00,11.8,605.095,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,7,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.00,3.50,48.94,0.1,0.00,10.5,-320.062,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,8,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,3.50,4.00,96.93,0.1,0.00,29.6,-158.464,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,9,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.00,4.50,94.11,0.1,0.00,-19.9,-61.539,61.63,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,91,6,1.5,00.000000,00.000000,17042705,10,0,11.86,12.35,23.1,27/04/2017 09:54:20,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,4.50,5.00,120.23,0.0,0.00,61.7,-26.725,41.90,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,63,3,1.5,00.000000,00.000000,17042705,1,0,11.95,12.37,23.1,27/04/2017 09:54:30,0.0,0.00,0.0
,Mixed / non conventional,2.00,2.50,5.00,5.50,120.43,0.0,0.00,-107.1,-15.296,41.90,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,63,3,1.5,00.000000,00.000000,17042705,2,0,11.95,12.37,23.1,27/04/2017 09:54:30,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.00,3.50,43.59,0.0,0.00,7.3,-491.683,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,1,0,11.98,12.35,23.1,27/04/2017 09:54:39,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.50,4.00,71.91,0.0,0.00,28.6,-115.875,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,2,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.00,4.50,78.36,0.0,0.00,-20.8,-42.091,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,3,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.50,5.00,106.33,0.0,0.00,61.9,-25.960,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,4,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.00,5.50,112.67,0.0,0.00,-107.0,-14.812,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,5,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.50,3.25,70.40,0.0,0.00,-14.3,351.400,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,6,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.25,3.75,58.64,0.0,0.00,45.2,-206.708,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,7,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,3.75,4.25,86.54,0.0,0.00,-16.2,-76.257,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,8,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.25,4.75,121.74,0.0,0.00,24.0,-42.911,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,9,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,4.75,5.25,101.17,0.0,0.00,40.4,-17.830,33.22,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,41,1,1.2,00.000000,00.000000,17042705,10,0,11.98,12.35,23.1,27/04/2017 09:54:40,0.0,0.00,0.0
,Mixed / non conventional,2.25,2.75,5.25,5.75,97.35,0.0,0.00,-63.9,-15.367,52.07,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,64,3,1.2,00.000000,00.000000,17042705,1,0,11.95,12.39,23.6,27/04/2017 09:54:46,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.25,3.75,54.56,0.0,0.00,45.8,-541.679,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,1,0,11.98,12.35,23.6,27/04/2017 09:54:55,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.75,4.25,98.99,0.0,0.00,-15.7,-140.404,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,2,0,11.98,12.35,23.6,27/04/2017 09:54:55,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.25,4.75,155.40,0.0,0.00,24.0,-73.473,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,3,0,11.98,12.35,23.6,27/04/2017 09:54:55,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.75,5.25,131.91,0.1,0.00,41.1,-28.349,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,4,0,11.98,12.35,23.6,27/04/2017 09:54:55,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.25,5.75,130.28,0.0,0.00,-63.6,-15.076,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,5,0,11.98,12.35,23.6,27/04/2017 09:54:55,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.75,3.50,86.13,0.0,0.00,24.0,378.423,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,6,0,11.98,12.35,23.6,27/04/2017 09:54:56,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,3.50,4.00,75.90,0.0,0.00,29.8,-235.510,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,7,0,11.98,12.35,23.6,27/04/2017 09:54:56,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.00,4.50,94.16,0.0,0.00,-21.1,-73.041,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,8,0,11.98,12.35,23.6,27/04/2017 09:54:56,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,4.50,5.00,137.29,0.0,0.00,61.8,-42.600,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,9,0,11.98,12.35,23.6,27/04/2017 09:54:56,0.0,0.00,0.0
,Mixed / non conventional,2.50,3.00,5.00,5.50,155.36,0.0,0.00,-107.3,-24.103,29.24,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,6,0.00,43,1,1.5,00.000000,00.000000,17042705,10,0,11.98,12.35,23.6,27/04/2017 09:54:56,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,3.50,4.00,43.92,0.0,0.00,17.2,-396.915,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,1,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.00,4.50,64.31,0.0,0.00,-24.0,-83.023,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,2,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.50,5.00,103.79,0.0,0.00,60.7,-44.662,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,3,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.00,5.50,115.65,0.1,0.00,-107.7,-22.621,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,4,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.50,3.75,81.11,0.0,0.00,39.3,315.798,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,5,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,3.75,4.25,69.03,0.0,0.00,-21.3,-194.942,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,6,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.25,4.75,110.69,0.0,0.00,21.5,-78.149,26.61,1000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,3,0.00,58,2,2.2,00.000000,00.000000,17042705,7,0,11.98,12.32,18.7,27/04/2017 09:55:02,0.0,0.00,0.0
