,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Mixed / non conventional,2.75,3.25,5.00,5.50,112.29,6.15,0.00,156.97,-16.560,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,4,0,11.98,12.46,29.4,23/06/2017 09:27:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.50,3.75,130.73,5.31,0.00,-200.83,383.797,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,5,0,11.98,12.46,29.4,23/06/2017 09:27:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,3.75,4.25,115.94,5.48,0.00,28.00,-246.870,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,6,0,11.98,12.46,29.4,23/06/2017 09:27:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.25,4.75,188.71,4.60,0.00,14.29,-100.458,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,7,0,11.98,12.46,29.4,23/06/2017 09:27:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,4.75,5.25,136.73,4.93,0.00,-50.25,-29.114,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,8,0,11.98,12.46,29.4,23/06/2017 09:27:38,0,0,0.0,0.00,0.0
,Mixed / non conventional,2.75,3.25,5.25,5.75,120.51,5.10,0.00,12.40,-12.830,20.068,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,228,5,11.3,00.000000,00.000000,17062204,9,0,11.98,12.46,29.4,23/06/2017 09:27:38,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,3.75,4.25,152.97,0.03,0.00,24.25,-632.931,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,1,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.25,4.75,266.39,0.03,0.00,13.33,-157.455,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,2,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.75,5.25,188.36,0.05,0.00,-50.36,-37.112,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,3,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.25,5.75,171.62,0.05,0.00,12.66,-15.370,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,4,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.75,4.00,142.40,0.03,0.00,2.89,253.861,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,5,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.00,4.50,122.89,0.07,0.00,33.04,-158.898,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,6,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,4.50,5.00,206.07,0.08,0.00,6.66,-66.610,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,7,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.00,3.50,5.00,5.50,181.25,0.04,0.00,156.45,-23.435,12.186,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,49,1,4.1,00.000000,00.000000,17062204,8,0,12.07,12.44,29.4,23/06/2017 09:27:41,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.00,4.50,58.55,0.36,0.00,35.79,-198.740,9.997,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,103,1,10.3,00.000000,00.000000,17062204,1,0,12.07,12.46,29.0,23/06/2017 09:27:44,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.50,5.00,146.61,0.16,0.00,7.52,-71.090,9.997,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,103,1,10.3,00.000000,00.000000,17062204,2,0,12.07,12.46,29.0,23/06/2017 09:27:44,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.00,5.50,152.71,0.81,0.00,156.32,-24.681,9.997,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,103,1,10.3,00.000000,00.000000,17062204,3,0,12.07,12.46,29.0,23/06/2017 09:27:44,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.50,4.25,165.86,0.41,0.00,-175.37,230.373,9.997,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,103,1,10.3,00.000000,00.000000,17062204,4,0,12.07,12.46,29.0,23/06/2017 09:27:44,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.25,4.75,171.19,0.32,0.00,16.53,-181.575,9.997,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,103,1,10.3,00.000000,00.000000,17062204,5,0,12.07,12.46,29.0,23/06/2017 09:27:44,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,4.75,5.25,143.49,0.47,0.00,-49.53,-38.048,9.997,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,103,1,10.3,00.000000,00.000000,17062204,6,0,12.07,12.46,29.0,23/06/2017 09:27:44,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.25,3.75,5.25,5.75,143.65,0.40,0.00,12.90,-15.236,9.997,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,103,1,10.3,00.000000,00.000000,17062204,7,0,12.07,12.46,29.0,23/06/2017 09:27:44,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,4.25,4.75,251.30,0.09,0.00,13.03,-421.957,4.945,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,15,0,3.0,00.000000,00.000000,17062204,1,0,12.13,12.46,29.4,23/06/2017 09:27:47,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,4.75,5.25,163.99,0.05,0.00,-50.37,-39.336,4.945,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,15,0,3.0,00.000000,00.000000,17062204,2,0,12.13,12.46,29.4,23/06/2017 09:27:47,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,5.25,5.75,171.89,0.14,0.00,12.60,-13.744,4.945,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,15,0,3.0,00.000000,00.000000,17062204,3,0,12.13,12.46,29.4,23/06/2017 09:27:47,0,1,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,5.75,4.50,185.45,0.13,0.00,35.48,127.428,4.945,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,15,0,3.0,00.000000,00.000000,17062204,4,0,12.13,12.46,29.4,23/06/2017 09:27:47,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,4.50,5.00,186.55,0.10,0.00,6.70,-97.882,4.945,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,15,0,3.0,00.000000,00.000000,17062204,5,0,12.13,12.46,29.4,23/06/2017 09:27:47,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.50,4.00,5.00,5.50,188.63,0.14,0.00,155.86,-24.744,4.945,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,15,0,3.0,00.000000,00.000000,17062204,6,0,12.13,12.46,29.4,23/06/2017 09:27:47,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,4.50,5.00,69.27,0.42,0.00,-0.21,-106.271,4.518,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,6,0,1.3,00.000000,00.000000,17062204,1,0,12.13,12.46,29.0,23/06/2017 09:27:50,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,5.00,5.50,111.07,0.44,0.00,153.57,-24.343,4.518,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,6,0,1.3,00.000000,00.000000,17062204,2,0,12.13,12.46,29.0,23/06/2017 09:27:50,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,5.50,4.75,86.12,0.41,0.00,-155.10,47.777,4.518,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,6,0,1.3,00.000000,00.000000,17062204,3,0,12.13,12.46,29.0,23/06/2017 09:27:50,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,4.75,5.25,82.08,0.43,0.00,-52.49,-39.351,4.518,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,6,0,1.3,00.000000,00.000000,17062204,4,0,12.13,12.46,29.0,23/06/2017 09:27:50,0,0,0.0,0.00,0.0
,Mixed / non conventional,3.75,4.25,5.25,5.75,109.49,0.44,0.00,11.93,-13.122,4.518,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,6,0,1.3,00.000000,00.000000,17062204,5,0,12.13,12.46,29.0,23/06/2017 09:27:50,0,1,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,4.75,5.25,65.79,0.93,0.00,-57.95,-48.400,2.167,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,3,0,1.4,00.000000,00.000000,17062204,1,0,12.13,12.46,29.4,23/06/2017 09:27:54,0,0,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,5.25,5.75,113.94,0.89,0.00,10.58,-11.974,2.167,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,3,0,1.4,00.000000,00.000000,17062204,2,0,12.13,12.46,29.4,23/06/2017 09:27:54,0,1,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,5.75,5.00,116.76,1.00,0.00,46.59,31.059,2.167,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,3,0,1.4,00.000000,00.000000,17062204,3,0,12.13,12.46,29.4,23/06/2017 09:27:54,0,0,0.0,0.00,0.0
,Mixed / non conventional,4.00,4.50,5.00,5.50,116.38,0.97,0.00,150.92,-26.755,2.167,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,3,0,1.4,00.000000,00.000000,17062204,4,0,12.13,12.46,29.4,23/06/2017 09:27:54,0,0,0.0,0.00,0.0
,Mixed / non conventional,4.25,4.75,5.00,5.50,57.47,1.38,0.00,148.21,-17.447,0.894,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,2,0,1.7,00.000000,00.000000,17062204,1,0,12.13,12.46,29.4,23/06/2017 09:27:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,4.25,4.75,5.50,5.25,160.70,1.36,0.00,-204.22,10.672,0.894,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,2,0,1.7,00.000000,00.000000,17062204,2,0,12.13,12.46,29.4,23/06/2017 09:27:57,0,1,0.0,0.00,0.0
,Mixed / non conventional,4.25,4.75,5.25,5.75,144.88,1.69,0.00,8.02,-13.745,0.894,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,2,0,1.7,00.000000,00.000000,17062204,3,0,12.13,12.46,29.4,23/06/2017 09:27:57,0,0,0.0,0.00,0.0
,Mixed / non conventional,4.50,5.00,5.25,5.75,44.49,0.50,0.00,10.12,-10.662,0.706,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,2,0,3.0,00.000000,00.000000,17062204,1,0,12.16,12.46,29.0,23/06/2017 09:28:00,0,1,0.0,0.00,0.0
,Mixed / non conventional,0.75,1.25,0.00,0.50,34.06,0.25,0.00,120.64,-11.245,0.972,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,5,0,4.9,00.000000,00.000000,17062204,1,0,12.16,12.48,29.4,23/06/2017 09:28:03,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,0.00,0.50,96.92,0.43,0.00,120.69,-13.482,1.311,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,4,0,2.9,00.000000,00.000000,17062204,1,0,12.16,12.46,29.4,23/06/2017 09:28:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,0.50,0.25,123.01,0.43,0.00,-110.30,11.977,1.311,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,4,0,2.9,00.000000,00.000000,17062204,2,0,12.16,12.46,29.4,23/06/2017 09:28:06,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.00,1.50,0.25,0.75,287.52,0.21,0.00,-69.19,-127.987,1.311,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,4,0,2.9,00.000000,00.000000,17062204,3,0,12.16,12.46,29.4,23/06/2017 09:28:06,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.00,0.50,83.80,0.19,0.00,123.13,-13.625,3.352,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,20,0,6.1,00.000000,00.000000,17062204,1,0,12.13,12.48,29.0,23/06/2017 09:28:09,0,1,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.50,1.00,86.88,0.34,0.00,62.72,-98.880,3.352,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,20,0,6.1,00.000000,00.000000,17062204,2,0,12.13,12.48,29.0,23/06/2017 09:28:09,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,1.00,0.25,88.87,0.28,0.00,-174.96,110.626,3.352,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,20,0,6.1,00.000000,00.000000,17062204,3,0,12.13,12.48,29.0,23/06/2017 09:28:09,0,0,0.0,0.00,0.0
,Mixed / non conventional,1.25,1.75,0.25,0.75,181.02,0.04,0.00,-13.40,-64.381,3.352,250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00,20,0,6.1,00.000000,00.000000,17062204,4,0,12.13,12.48,29.0,23/06/2017 09:28:09,0,0,0.0,0.00,0.0
